"unique_key","created_date","closed_date","agency","agency_name","complaint_type","descriptor","location_type","incident_zip","incident_address","street_name","cross_street_1","cross_street_2","intersection_street_1","intersection_street_2","address_type","city","landmark","facility_type","status","due_date","resolution_description","resolution_action_updated_date","community_board","bbl","borough","x_coordinate_state_plane","y_coordinate_state_plane","open_data_channel_type","park_facility_name","park_borough","vehicle_type","taxi_company_borough","taxi_pick_up_location","bridge_highway_name","bridge_highway_direction","road_ramp","bridge_highway_segment","latitude","longitude","location"
"63765781","2025-01-14T23:35:27.000","2025-01-15T00:22:37.000","NYPD","New York City Police Department","Noise - Vehicle","Car/Truck Music","Street/Sidewalk","10023","130 WEST   70 STREET","WEST   70 STREET","COLUMBUS AVENUE","BROADWAY","COLUMBUS AVENUE","BROADWAY","ADDRESS","NEW YORK","WEST   70 STREET",,"Closed",,"The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.","2025-01-15T00:22:42.000","07 MANHATTAN","1011410044","MANHATTAN","989609","222170","ONLINE","Unspecified","MANHATTAN","Car",,,,,,,"40.77648000055532","-73.98065082637613","
,  
(40.77648000055532, -73.98065082637613)"
"63766044","2025-01-14T23:34:54.000",,"NYPD","New York City Police Department","Blocked Driveway","No Access","Street/Sidewalk","11372","35-46 84 STREET","84 STREET","35 AVENUE","37 AVENUE","35 AVENUE","37 AVENUE","ADDRESS","JACKSON HEIGHTS","84 STREET",,"In Progress",,,,"03 QUEENS","4014570029","QUEENS","1016731","213132","ONLINE","Unspecified","QUEENS",,,,,,,,"40.75161499014337","-73.88276803446652","
,  
(40.75161499014337, -73.88276803446652)"
"63760158","2025-01-14T23:34:53.000",,"NYPD","New York City Police Department","Illegal Parking","Commercial Overnight Parking","Street/Sidewalk","11417","75-11 GLENMORE AVENUE","GLENMORE AVENUE","GLENMORE AVENUE","76 STREET","GLENMORE AVENUE","76 STREET","ADDRESS","OZONE PARK","GLENMORE AVENUE",,"In Progress",,,,"10 QUEENS","4091230064","QUEENS","1022577","186287","ONLINE","Unspecified","QUEENS",,,,,,,,"40.6779085700933","-73.86182124414164","
,  
(40.6779085700933, -73.86182124414164)"
"63762130","2025-01-14T23:34:26.000",,"NYPD","New York City Police Department","Blocked Driveway","No Access","Street/Sidewalk","11220","5109 9 AVENUE","9 AVENUE","51 STREET","52 STREET","51 STREET","52 STREET","ADDRESS","BROOKLYN","9 AVENUE",,"In Progress",,,,"12 BROOKLYN","3056520008","BROOKLYN","983617","172093","MOBILE","Unspecified","BROOKLYN",,,,,,,,"40.63903210993207","-74.00228079833225","
,  
(40.63903210993207, -74.00228079833225)"
"63761421","2025-01-14T23:34:15.000",,"NYPD","New York City Police Department","Illegal Parking","Posted Parking Sign Violation","Street/Sidewalk","10455","541 UNION AVENUE","UNION AVENUE","EAST  147 STREET","EAST  149 STREET","EAST  147 STREET","EAST  149 STREET","ADDRESS","BRONX","UNION AVENUE",,"In Progress",,,"2025-01-15T02:05:46.000","01 BRONX","2025820042","BRONX","1010420","235260","MOBILE","Unspecified","BRONX",,,,,,,,"40.81237137041546","-73.90545977958996","
,  
(40.81237137041546, -73.90545977958996)"
"63767454","2025-01-14T23:33:59.000",,"NYPD","New York City Police Department","Blocked Driveway","No Access","Street/Sidewalk","10031","3444 BROADWAY","BROADWAY","WEST  140 STREET","WEST  141 STREET","WEST  140 STREET","WEST  141 STREET","ADDRESS","NEW YORK","BROADWAY",,"In Progress",,,"2025-01-15T01:40:43.000","09 MANHATTAN","1020720001","MANHATTAN","997368","239290","PHONE","Unspecified","MANHATTAN",,,,,,,,"40.82346160838805","-73.95260278478118","
,  
(40.82346160838805, -73.95260278478118)"
"63762708","2025-01-14T23:33:58.000",,"NYPD","New York City Police Department","Illegal Parking","Posted Parking Sign Violation","Street/Sidewalk","11413","121-07 SPRINGFIELD BOULEVARD","SPRINGFIELD BOULEVARD","121 AVENUE","122 AVENUE","121 AVENUE","122 AVENUE","ADDRESS","SPRINGFIELD GARDENS","SPRINGFIELD BOULEVARD",,"In Progress",,"Your complaint has been received by the Police Department and additional information will be available later.","2025-01-15T02:13:03.000","13 QUEENS","4128250690","QUEENS","1054273","190545","MOBILE","Unspecified","QUEENS",,,,,,,,"40.68940178150198","-73.74750520036906","
,  
(40.68940178150198, -73.74750520036906)"
"63764453","2025-01-14T23:33:53.000",,"HPD","Department of Housing Preservation and Development","HEAT/HOT WATER","APARTMENT ONLY","RESIDENTIAL BUILDING","10469","1040B EAST  217 STREET","EAST  217 STREET",,,,,"ADDRESS","BRONX",,,"Open",,"This complaint is a duplicate of a building-wide condition already reported by another tenant.  The original complaint is still open, and HPD may only need to confirm that the condition exists by inspecting one apartment.  If we cannot contact the tenant from the original complaint or get access to that apartment, HPD may attempt to contact the person who filed this complaint to verify the correction of the condition or may conduct an inspection of your unit. You can check HPDONLINE to see if a","2025-01-14T00:00:00.000","12 BRONX","2046990051","BRONX","1024543","259628","MOBILE","Unspecified","BRONX",,,,,,,,"40.8792011486289","-73.85429350155603","
,  
(40.8792011486289, -73.85429350155603)"
"63760156","2025-01-14T23:33:51.000",,"NYPD","New York City Police Department","Illegal Parking","Blocked Hydrant","Street/Sidewalk","11218","674 EAST    7 STREET","EAST    7 STREET","DITMAS AVENUE","18 AVENUE","DITMAS AVENUE","18 AVENUE","ADDRESS","BROOKLYN","EAST    7 STREET",,"In Progress",,,,"12 BROOKLYN","3054000024","BROOKLYN","992255","170684","PHONE","Unspecified","BROOKLYN",,,,,,,,"40.6351611107384","-73.97115840143167","
,  
(40.6351611107384, -73.97115840143167)"
"63760141","2025-01-14T23:33:48.000",,"NYPD","New York City Police Department","Noise - Vehicle","Engine Idling","Street/Sidewalk","11205","150 CLERMONT AVENUE","CLERMONT AVENUE","PARK AVENUE","MYRTLE AVENUE","PARK AVENUE","MYRTLE AVENUE","ADDRESS","BROOKLYN","CLERMONT AVENUE",,"In Progress",,,"2025-01-15T02:29:24.000","02 BROOKLYN","3020457501","BROOKLYN","992303","191979","MOBILE","Unspecified","BROOKLYN","Car",,,,,,,"40.693611116260655","-73.97096002437021","
,  
(40.693611116260655, -73.97096002437021)"
"63764213","2025-01-14T23:33:40.000",,"NYPD","New York City Police Department","Illegal Parking","Commercial Overnight Parking","Street/Sidewalk","11413","183-09 147 AVENUE","147 AVENUE","184 STREET","184 STREET","184 STREET","184 STREET","ADDRESS","SPRINGFIELD GARDENS","147 AVENUE",,"In Progress",,"Your complaint has been received by the Police Department and additional information will be available later.","2025-01-15T00:53:02.000","13 QUEENS","4133600003","QUEENS","1049780","179719","MOBILE","Unspecified","QUEENS",,,,,,,,"40.65972136227838","-73.76381161092394","
,  
(40.65972136227838, -73.76381161092394)"
"63760137","2025-01-14T23:33:39.000",,"NYPD","New York City Police Department","Noise - Residential","Loud Music/Party","Residential Building/House","10461","2954 DANIEL STREET","DANIEL STREET","PLYMOUTH AVENUE","CROSBY AVENUE","PLYMOUTH AVENUE","CROSBY AVENUE","ADDRESS","BRONX","DANIEL STREET",,"In Progress",,,,"10 BRONX","2041660018","BRONX","1030836","246961","MOBILE","Unspecified","BRONX",,,,,,,,"40.84440314446475","-73.83162501697443","
,  
(40.84440314446475, -73.83162501697443)"
"63769571","2025-01-14T23:33:34.000",,"NYPD","New York City Police Department","Noise - Residential","Banging/Pounding","Residential Building/House","11354","142-39 38 AVENUE","38 AVENUE","UNION STREET","BOWNE STREET","UNION STREET","BOWNE STREET","ADDRESS","FLUSHING","38 AVENUE",,"In Progress",,,,"07 QUEENS","4050110034","QUEENS","1032393","216891","ONLINE","Unspecified","QUEENS",,,,,,,,"40.76186106445681","-73.82621320925064","
,  
(40.76186106445681, -73.82621320925064)"
"63768666","2025-01-14T23:33:31.000",,"HPD","Department of Housing Preservation and Development","HEAT/HOT WATER","ENTIRE BUILDING","RESIDENTIAL BUILDING","10462","2121 PAULDING AVENUE","PAULDING AVENUE",,,,,"ADDRESS","BRONX",,,"Open",,"The following complaint conditions are still open. HPD has already attempted to notify the property owner that the condition exists; the tenant should provide access for the owner to make the repair.  HPD may attempt to contact the tenant by phone to verify the correction of the condition or an HPD Inspector may attempt to conduct an inspection.","2025-01-14T00:00:00.000","11 BRONX","2043250021","BRONX","1023018","250497","PHONE","Unspecified","BRONX",,,,,,,,"40.85414619181338","-73.85986098185941","
,  
(40.85414619181338, -73.85986098185941)"
"63768522","2025-01-14T23:33:30.000",,"HPD","Department of Housing Preservation and Development","HEAT/HOT WATER","APARTMENT ONLY","RESIDENTIAL BUILDING","10467","3830 BRONX BOULEVARD","BRONX BOULEVARD",,,,,"ADDRESS","BRONX",,,"Open",,"This complaint is a duplicate of a building-wide condition already reported by another tenant.  The original complaint is still open, and HPD may only need to confirm that the condition exists by inspecting one apartment.  If we cannot contact the tenant from the original complaint or get access to that apartment, HPD may attempt to contact the person who filed this complaint to verify the correction of the condition or may conduct an inspection of your unit. You can check HPDONLINE to see if a","2025-01-14T00:00:00.000","12 BRONX","2046530041","BRONX","1021287","261965","MOBILE","Unspecified","BRONX",,,,,,,,"40.88562974190851","-73.86605482246202","
,  
(40.88562974190851, -73.86605482246202)"
"63764888","2025-01-14T23:33:00.000",,"DOT","Department of Transportation","Traffic Signal Condition","Controller",,"11209",,,,,"RIDGE BOULEVARD","85 STREET","INTERSECTION","BROOKLYN",,"N/A","Open",,,,"10 BROOKLYN",,"BROOKLYN","974981","166970","UNKNOWN","Unspecified","BROOKLYN",,,,,,,,"40.62496573295373","-74.03339062365222","
,  
(40.62496573295373, -74.03339062365222)"
"63768329","2025-01-14T23:32:59.000",,"NYPD","New York City Police Department","Noise - Residential","Banging/Pounding","Residential Building/House","10031","508 WEST  151 STREET","WEST  151 STREET","AMSTERDAM AVENUE","BROADWAY","AMSTERDAM AVENUE","BROADWAY","ADDRESS","NEW YORK","WEST  151 STREET",,"In Progress",,,"2025-01-15T01:24:03.000","09 MANHATTAN","1020820040","MANHATTAN","999357","241402","ONLINE","Unspecified","MANHATTAN",,,,,,,,"40.82925526788","-73.9454114888502","
,  
(40.82925526788, -73.9454114888502)"
"63768775","2025-01-14T23:32:58.000",,"HPD","Department of Housing Preservation and Development","HEAT/HOT WATER","ENTIRE BUILDING","RESIDENTIAL BUILDING","10466","847 EAST  228 STREET","EAST  228 STREET",,,,,"ADDRESS","BRONX",,,"Open",,"This complaint is a duplicate of a building-wide condition already reported by another tenant.  The original complaint is still open, and HPD may only need to confirm that the condition exists by inspecting one apartment.  If we cannot contact the tenant from the original complaint or get access to that apartment, HPD may attempt to contact the person who filed this complaint to verify the correction of the condition or may conduct an inspection of your unit. You can check HPDONLINE to see if a","2025-01-14T00:00:00.000","12 BRONX","2048530022","BRONX","1024332","263044","PHONE","Unspecified","BRONX",,,,,,,,"40.888577948962705","-73.85503607025976","
,  
(40.888577948962705, -73.85503607025976)"
"63762768","2025-01-14T23:32:52.000",,"NYPD","New York City Police Department","Illegal Parking","Blocked Hydrant","Street/Sidewalk","11214","8768 20 AVENUE","20 AVENUE","BATH AVENUE","CROPSEY AVENUE","BATH AVENUE","CROPSEY AVENUE","ADDRESS","BROOKLYN","20 AVENUE",,"In Progress",,,,"11 BROOKLYN","3064410038","BROOKLYN","983732","158289","ONLINE","Unspecified","BROOKLYN",,,,,,,,"40.60114301198677","-74.00186537611992","
,  
(40.60114301198677, -74.00186537611992)"
"63767801","2025-01-14T23:32:52.000","2025-01-15T00:04:08.000","NYPD","New York City Police Department","Illegal Parking","Posted Parking Sign Violation","Street/Sidewalk","11361","34-32 204 STREET","204 STREET","34 AVENUE","35 AVENUE","34 AVENUE","35 AVENUE","ADDRESS","BAYSIDE","204 STREET",,"Closed",,"The Police Department responded to the complaint and determined that police action was not necessary.","2025-01-15T00:04:11.000","11 QUEENS","4060850020","QUEENS","1044072","218885","ONLINE","Unspecified","QUEENS",,,,,,,,"40.76726275268387","-73.78403671738711","
,  
(40.76726275268387, -73.78403671738711)"
"63767521","2025-01-14T23:32:35.000",,"NYPD","New York City Police Department","Blocked Driveway","No Access","Street/Sidewalk","11204","1972 68 STREET","68 STREET","19 AVENUE","20 AVENUE","19 AVENUE","20 AVENUE","ADDRESS","BROOKLYN","68 STREET",,"In Progress",,,,"11 BROOKLYN","3055780030","BROOKLYN","987472","163425","ONLINE","Unspecified","BROOKLYN",,,,,,,,"40.615239709132716","-73.98839476622231","
,  
(40.615239709132716, -73.98839476622231)"
"63761375","2025-01-14T23:32:15.000",,"NYPD","New York City Police Department","Illegal Parking","Commercial Overnight Parking","Street/Sidewalk","11411","115-19 FRANCIS LEWIS BOULEVARD","FRANCIS LEWIS BOULEVARD","115 AVENUE","115 ROAD","115 AVENUE","115 ROAD","ADDRESS","CAMBRIA HEIGHTS","FRANCIS LEWIS BOULEVARD",,"In Progress",,,"2025-01-15T01:36:03.000","13 QUEENS",,"QUEENS","1054258","194084","MOBILE","Unspecified","QUEENS",,,,,,,,"40.69911559495315","-73.74752250733914","
,  
(40.69911559495315, -73.74752250733914)"
"63762987","2025-01-14T23:31:59.000",,"NYPD","New York City Police Department","Illegal Parking","Blocked Crosswalk","Street/Sidewalk","11691","13-19 CAFFREY AVENUE","CAFFREY AVENUE","MOTT AVENUE","GRANDVIEW TERRACE","MOTT AVENUE","GRANDVIEW TERRACE","ADDRESS","FAR ROCKAWAY","CAFFREY AVENUE",,"In Progress",,,"2025-01-15T01:35:23.000","14 QUEENS","4156210028","QUEENS","1054175","158202","ONLINE","Unspecified","QUEENS",,,,,,,,"40.60062836958185","-73.7481938235196","
,  
(40.60062836958185, -73.7481938235196)"
"63765471","2025-01-14T23:31:59.000",,"NYPD","New York City Police Department","Noise - Street/Sidewalk","Loud Music/Party","Street/Sidewalk","11106","31-14 34 STREET","34 STREET","31 AVENUE","BROADWAY","31 AVENUE","BROADWAY","ADDRESS","ASTORIA","34 STREET",,"In Progress",,,"2025-01-15T02:09:33.000","01 QUEENS","4006230047","QUEENS","1005977","217128","ONLINE","Unspecified","QUEENS",,,,,,,,"40.762615949551424","-73.92156894200214","
,  
(40.762615949551424, -73.92156894200214)"
"63762921","2025-01-14T23:31:28.000","2025-01-15T00:27:13.000","NYPD","New York City Police Department","Noise - Residential","Banging/Pounding","Residential Building/House","11216","1337 FULTON STREET","FULTON STREET","NOSTRAND AVENUE","VERONA PLACE","NOSTRAND AVENUE","VERONA PLACE","ADDRESS","BROOKLYN","FULTON STREET",,"Closed",,"The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.","2025-01-15T00:27:16.000","03 BROOKLYN","3018490036","BROOKLYN","998657","187139","ONLINE","Unspecified","BROOKLYN",,,,,,,,"40.680318365010116","-73.94805717736028","
,  
(40.680318365010116, -73.94805717736028)"
"63762847","2025-01-14T23:30:59.000",,"NYPD","New York City Police Department","Illegal Parking","Commercial Overnight Parking","Street/Sidewalk","11412","215-26 118 AVENUE","118 AVENUE","NASHVILLE BOULEVARD","SPRINGFIELD BOULEVARD","NASHVILLE BOULEVARD","SPRINGFIELD BOULEVARD","ADDRESS","SAINT ALBANS","118 AVENUE",,"In Progress",,,"2025-01-15T01:37:13.000","13 QUEENS",,"QUEENS","1055012","192492","MOBILE","Unspecified","QUEENS",,,,,,,,"40.694739946689204","-73.74482001540069","
,  
(40.694739946689204, -73.74482001540069)"
"63768124","2025-01-14T23:30:50.000",,"NYPD","New York City Police Department","Non-Emergency Police Matter","Trespassing","Residential Building/House","11220","312 64 STREET","64 STREET","3 AVENUE","GOWANUS EXPWY WB EN    3 AVE","3 AVENUE","GOWANUS EXPWY WB EN    3 AVE","ADDRESS","BROOKLYN","64 STREET",,"In Progress",,,"2025-01-15T01:59:54.000","10 BROOKLYN","3058170010","BROOKLYN","978046","172279","ONLINE","Unspecified","BROOKLYN",,,,,,,,"40.63954048998697","-74.02235415609675","
,  
(40.63954048998697, -74.02235415609675)"
"63770135","2025-01-14T23:30:30.000",,"HPD","Department of Housing Preservation and Development","HEAT/HOT WATER","ENTIRE BUILDING","RESIDENTIAL BUILDING","10458","2366 GRAND CONCOURSE","GRAND CONCOURSE",,,,,"ADDRESS","BRONX",,,"Open",,"This complaint is a duplicate of a building-wide condition already reported by another tenant.  The original complaint is still open, and HPD may only need to confirm that the condition exists by inspecting one apartment.  If we cannot contact the tenant from the original complaint or get access to that apartment, HPD may attempt to contact the person who filed this complaint to verify the correction of the condition or may conduct an inspection of your unit. You can check HPDONLINE to see if a","2025-01-14T00:00:00.000","05 BRONX","2031590042","BRONX","1012201","252284","PHONE","Unspecified","BRONX",,,,,,,,"40.85909184027221","-73.89895490676048","
,  
(40.85909184027221, -73.89895490676048)"
"63769844","2025-01-14T23:30:19.000",,"HPD","Department of Housing Preservation and Development","GENERAL","CABINET","RESIDENTIAL BUILDING","10025","646 WEST END AVENUE","WEST END AVENUE",,,,,"ADDRESS","NEW YORK",,,"Open",,"The following complaint conditions are still open. HPD has already attempted to notify the property owner that the condition exists; the tenant should provide access for the owner to make the repair.  HPD may attempt to contact the tenant by phone to verify the correction of the condition or an HPD Inspector may attempt to conduct an inspection.","2025-01-14T00:00:00.000","07 MANHATTAN","1012390004","MANHATTAN","991084","227953","PHONE","Unspecified","MANHATTAN",,,,,,,,"40.79235177714064","-73.97531931737636","
,  
(40.79235177714064, -73.97531931737636)"
